Ano de Exercício;Unidade Orçamentária - Código;Unidade Orçamentária - Sigla;Classificação Receita - Formatado;Classificação Receita - Descrição;Fonte Recurso - Código;Fonte Recurso - Descrição;Valor Previsto Inicial;Valor Efetivado Ajustado
2024;1251;PMMG;1717.99.0.1.20.002;SEGURANCA PUBLICA - CENTRAIS DE ABASTECIMENTO DE MINAS GERAIS - CEASAMINAS;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;0,00;1.704.863,44
2024;1251;PMMG;1717.99.0.1.20.003;SEGURANCA PUBLICA - DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL - PRF;73;ACORDOS, AJUSTES E DEMAIS INSTRUMENTOS DE COOPERACAO MUTUA COM A UNIAO E SUAS ENTIDADES;0,00;17.221.561,89
2024;1251;PMMG;1717.99.0.1.20.004;SEGURANCA PUBLICA - TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS - TREMG;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;0,00;2.600.000,00
2024;1251;PMMG;1717.99.0.1.20.014;SEGURANCA PUBLICA - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANISIO TEIXEIRA - INEP;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;0,00;3.038.681,91
2024;1251;PMMG;1717.99.0.1.20.016;SEGURANCA PUBLICA - PROCURADORIA REGIONAL DO TRABALHO DA 3 REGIAO - PRT3;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;0,00;671.668,00
2024;1251;PMMG;1724.99.0.1.23.001;SEGURANCA PUBLICA - COMPANHIA DE SANEAMENTO DE MINAS GERAIS - COPASA;69;CONVENIOS COM OS ESTADOS E O DISTRITO FEDERAL;0,00;1.776.239,07
2024;1251;PMMG;1724.99.0.1.23.006;SEGURANCA PUBLICA - COMPANHIA ENERGETICA DE MINAS GERAIS - CEMIG;69;CONVENIOS COM OS ESTADOS E O DISTRITO FEDERAL;0,00;90.599,20
2024;1251;PMMG;1724.99.0.1.23.007;SEGURANCA PUBLICA - POLICIA MILITAR DO ESTADO DO ACRE - PMAC;69;CONVENIOS COM OS ESTADOS E O DISTRITO FEDERAL;0,00;4.014,00
2024;1251;PMMG;1732.99.0.1.23.001;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;70;CONVENIOS COM OS MUNICIPIOS;0,00;11.013.836,80
2024;1251;PMMG;1741.99.0.1.50.999;SEGURANCA PUBLICA - OUTROS;9;TERMOS DE AJUSTAMENTO, DOACOES CONTROLADAS POR INSTRUMENTO JURIDICO E CONGENERES;0,00;266.027,26
2024;1251;PMMG;1741.99.0.1.50.999;SEGURANCA PUBLICA - OUTROS;45;DOACOES DE PESSOAS, DE INSTITUICOES PRIVADAS OU DO EXTERIOR A ORGAO E ENTIDADES DO ESTADO;0,00;137.894,00
2024;1251;PMMG;1911.09.0.1.99.000;MULTAS JUROS PREVISTOS CONTRATOS - PRINC. - DEMAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;0,00;27.556,54
2024;1251;PMMG;1922.99.0.1.99.000;OUTRAS RESTITUICOES - PRINC. - DEMAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;0,00;23.989,56
2024;1251;PMMG;1999.99.2.1.99.000;OUTRAS REC. - PRIMARIAS - PRINC. - DEMAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;0,00;90.689,00
2024;1251;PMMG;2414.99.0.1.20.001;SEGURANCA PUBLICA - CENTRAIS DE ABASTECIMENTO DE MINAS GERAIS - CEASAMINAS;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;0,00;87.959,14
2024;1251;PMMG;2414.99.0.1.20.002;SEGURANCA PUBLICA - DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL - PRF;73;ACORDOS, AJUSTES E DEMAIS INSTRUMENTOS DE COOPERACAO MUTUA COM A UNIAO E SUAS ENTIDADES;0,00;13.235.542,89
2024;1251;PMMG;2414.99.0.1.20.004;SEGURANCA PUBLICA - MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;0,00;2.386.877,05
2024;1251;PMMG;2414.99.0.1.20.004;SEGURANCA PUBLICA - MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;2;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS DE BANCADA;0,00;29.724.714,19
2024;1251;PMMG;2414.99.0.1.20.004;SEGURANCA PUBLICA - MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;0,00;15.890.534,60
2024;1251;PMMG;2414.99.0.1.20.005;SEGURANCA PUBLICA - BANCO CENTRAL DO BRASIL - BCB;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;0,00;17.665,03
2024;1251;PMMG;2414.99.0.1.20.018;SEGURANCA PUBLICA - PROCURADORIA REGIONAL DO TRABALHO DA 3 REGIAO - PRT3;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;0,00;2.975.868,62
2024;1251;PMMG;2419.51.0.1.01.000;TRANSF. ESPECIAL UNIAO - PRINC. - EMENDAS PARLAMENTARES INDIVIDUAIS;98;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;0,00;3.872.178,00
2024;1251;PMMG;2422.99.0.1.20.002;SEGURANCA PUBLICA - COMPANHIA DE SANEAMENTO DE MINAS GERAIS - COPASA;69;CONVENIOS COM OS ESTADOS E O DISTRITO FEDERAL;0,00;2.421.323,61
2024;1251;PMMG;2422.99.0.1.20.006;SEGURANCA PUBLICA - COMPANHIA ENERGETICA DE MINAS GERAIS - CEMIG;69;CONVENIOS COM OS ESTADOS E O DISTRITO FEDERAL;0,00;63.796,00
2024;1251;PMMG;2422.99.0.1.20.007;SEGURANCA PUBLICA - POLICIA MILITAR DO ESTADO DO ACRE - PMAC;69;CONVENIOS COM OS ESTADOS E O DISTRITO FEDERAL;0,00;225.986,00
2024;1251;PMMG;2432.99.0.1.22.001;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;70;CONVENIOS COM OS MUNICIPIOS;0,00;11.366.620,86
2024;1251;PMMG;2441.99.0.1.23.999;SEGURANCA PUBLICA - OUTROS;45;DOACOES DE PESSOAS, DE INSTITUICOES PRIVADAS OU DO EXTERIOR A ORGAO E ENTIDADES DO ESTADO;0,00;183.836,00
2024;1251;PMMG;2441.99.0.1.23.999;SEGURANCA PUBLICA - OUTROS;68;CONVENIOS COM AS INSTITUICOES PRIVADAS E OS ORGANISMOS DO EXTERIOR;0,00;149.290,00
2024;1251;PMMG;2441.99.0.1.50.999;SEGURANCA PUBLICA - OUTROS;9;TERMOS DE AJUSTAMENTO, DOACOES CONTROLADAS POR INSTRUMENTO JURIDICO E CONGENERES;0,00;3.524.683,13
2024;1251;PMMG;2441.99.0.1.50.999;SEGURANCA PUBLICA - OUTROS;45;DOACOES DE PESSOAS, DE INSTITUICOES PRIVADAS OU DO EXTERIOR A ORGAO E ENTIDADES DO ESTADO;0,00;127.058,50
2024;1261;SEE;1321.01.0.1.01.000;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;3;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EMENDAS INDIVIDUAIS;0,00;424,32
2024;1261;SEE;1321.01.0.1.01.000;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,00;34.972.599,03
2024;1261;SEE;1321.01.0.1.01.000;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;0,00;167.855.479,16
2024;1261;SEE;1321.01.0.1.01.000;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;0,00;10.685,27
2024;1261;SEE;1321.01.0.1.01.000;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;0,00;50.764.310,51
2024;1261;SEE;1321.01.0.1.01.000;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;70;CONVENIOS COM OS MUNICIPIOS;0,00;8.563,23
2024;1261;SEE;1321.01.0.1.01.000;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;98;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;0,00;144.493,11
2024;1261;SEE;1714.50.0.1.01.000;TRANSFERENCIAS DO SALARIO-EDUCACAO - PRINC.;21;COTA ESTADUAL DO SALARIO EDUCACAO - QESE;0,00;836.225.795,92
2024;1261;SEE;1714.52.0.1.01.000;TRANSF. REF. PNAE - PRINC.;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;0,00;186.867.598,00
2024;1261;SEE;1714.99.0.1.02.000;OUTRAS TRANSF. DIRETAS FNDE - PRINC. - PRONATEC;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;0,00;418.065,01
2024;1261;SEE;1714.99.0.1.06.000;OUTRAS TRANSF. DIRETAS FNDE - PRINC. - PROGRAMA DE FOMENTO AS ESCOLAS DE ENSINO MEDIO EM TEMPO INTEGRAL;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;0,00;68.267.047,06
2024;1261;SEE;1714.99.0.1.99.000;OUTRAS TRANSF. DIRETAS FNDE - PRINC. - DEMAIS;36;TRANSFERENCIAS DO FNDE VINCULADAS A EDUCACAO - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;0,00;66.286.882,62
2024;1261;SEE;1715.52.0.1.01.000;TRANSF. COMPLEM. UNIAO FUNDEB - VAAR - PRINC.;90;TRANSFERENCIAS DO FUNDEB - COMPLEMENTACAO DA UNIAO - VAAR;0,00;121.022.150,74
2024;1261;SEE;1717.51.0.1.02.000;EDUCACAO - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANISIO TEIXEIRA - INEP;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;0,00;344.999,74
2024;1261;SEE;1719.57.0.1.01.000;TRANSF. ESPECIAL UNIAO - PRINC. - EMENDAS PARLAMENTARES INDIVIDUAIS;98;TRANSFERENCIAS ESPECIAIS DE RECURSOS DA UNIAO;0,00;2.055.000,00
2024;1261;SEE;1751.50.0.1.01.000;TRANSF. RECURSOS FUNDEB - PRINC. - PARCELA FPM;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;0,00;2.345.245.605,16
2024;1261;SEE;1751.50.0.1.03.001;TRANSF. RECURSOS FUNDEB - PRINC. - PARCELA ICMS - PRINC.;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;0,00;7.463.336.718,35
2024;1261;SEE;1751.50.0.1.04.001;TRANSF. RECURSOS FUNDEB - PRINC. - PARCELA IPI - PRINC.;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;0,00;94.302.249,71
2024;1261;SEE;1751.50.0.1.05.001;TRANSF. RECURSOS FUNDEB - PRINC. - PARCELA FPE - PRINC.;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;0,00;814.476.153,87
2024;1261;SEE;1751.50.0.1.06.001;TRANSF. RECURSOS FUNDEB - PRINC. - PARCELA ITR - PRINC.;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;0,00;26.398.432,98
2024;1261;SEE;1751.50.0.1.07.001;TRANSF. RECURSOS FUNDEB - PRINC. - PARCELA IPVA - PRINC.;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;0,00;1.097.244.362,67
2024;1261;SEE;1751.50.0.1.08.001;TRANSF. RECURSOS FUNDEB - PRINC. - PARCELA ITCD - PRINC.;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;0,00;198.528.553,40
2024;1261;SEE;1751.50.0.1.09.001;TRANSF. RECURSOS FUNDEB - PRINC. - PARCELA ADICIONAL ICMS - FEM - PRINC.;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;0,00;89.071.627,75
2024;1261;SEE;1751.50.0.1.09.005;TRANSF. RECURSOS FUNDEB - PRINC. - PARCELA ADICIONAL ICMS - FEM - EXERCICIOS ANTERIORES;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;0,00;19.871.845,49
2024;1261;SEE;1751.50.0.1.11.000;TRANSF. RECURSOS FUNDEB - PRINC. - COMPENSACAO FINANCEIRA PELA PERDA DE ICMS - LC FEDERAL NO 194/22;23;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;0,00;0,00
